Proposal ID,Planned Hispanic Female,Planned Hispanic Male,Planned Non-Hispanic Female,Planned Non-Hispanic Male,Planned AIAN Female,Planned AIAN Male,Planned Asian Female,Planned Asian Male,Planned NHPI Female,Planned NHPI Male,Planned Black Female,Planned Black Male,Planned White Female,Planned White Male,Actual Hispanic Female,Actual Hispanic Male,Actual Non-Hispanic Female,Actual Non-Hispanic Male,Actual AIAN Female,Actual AIAN Male,Actual Asian Female,Actual Asian Male,Actual NHPI Female,Actual NHPI Male,Actual Black Female,Actual Black Male,Actual White Female,Actual White Male
ProposalID,plannedHispanicFemale,plannedHispanicMale,plannedNonHispanicFemale,plannedNonHispanicMale,plannedAIANFemale,plannedAIANMale,plannedAsianFemale,plannedAsianMale,plannedNHPIFemale,plannedNHPIMale,plannedBlackFemale,plannedBlackMale,plannedWhiteFemale,plannedWhiteMale,actualHispanicFemale,actualHispanicMale,actualNonHispanicFemale,actualNonHispanicMale,actualAIANFemale,actualAIANMale,actualAsianFemale,actualAsianMale,actualNHPIFemale,actualNHPIMale,actualBlackFemale,actualBlackMale,actualWhiteFemale,actualWhiteMale
